,HINCP,HISPEED,PAP,GRPIP,FS,FES
10885,30000,1,0,48,0,1
10886,30000,1,0,48,0,1
10918,40500,2,0,53,2,1
10919,40500,2,0,53,2,1
10920,40500,2,0,53,2,1
10925,36000,2,0,16,0,1
10984,39200,2,0,15,0,2
10985,39200,2,0,15,0,2
11014,53900,2,0,35,0,2
11015,53900,2,0,35,0,2
11016,53900,2,0,35,0,2
11028,12200,2,0,53,2,1
11029,12200,2,0,53,2,1
11055,79200,2,0,36,0,2
11056,79200,2,0,36,0,2
11095,184340,2,0,1,2,1
11096,184340,2,140,1,2,1
11108,80000,2,0,29,0,1
11109,80000,2,0,29,0,1
11110,80000,2,0,29,0,1
11111,80000,2,0,29,0,1
11134,240000,2,0,16,0,2
11135,240000,2,0,16,0,2
11136,79660,0,0,11,0,0
11137,79660,0,0,11,0,0
11178,14000,0,0,33,2,0
11179,14000,0,0,33,2,0
11202,118000,2,0,20,0,1
11203,118000,2,0,20,0,1
11204,23000,2,5000,81,2,1
11205,23000,2,0,81,2,1
11206,23000,2,0,81,2,1
11241,50400,0,1500,13,2,1
11242,50400,0,0,13,2,1
11243,50400,0,0,13,2,1
11271,96600,2,0,21,2,1
11272,96600,2,0,21,2,1
11273,96600,2,0,21,2,1
11274,96600,2,0,21,2,1
11275,96600,2,0,21,2,1
11276,96600,2,0,21,2,1
11287,16800,2,0,66,2,0
11288,16800,2,0,66,2,0
11299,69000,2,0,20,0,0
11300,69000,2,0,20,0,0
11308,16000,2,0,101,2,1
11359,90000,2,0,20,0,2
11360,90000,2,0,20,0,2
11361,44800,2,0,53,0,1
11362,44800,2,0,53,0,1
11363,44800,2,0,53,0,1
11364,44800,2,0,53,0,1
11424,157000,2,0,18,0,2
11425,157000,2,0,18,0,2
11426,45000,1,0,42,0,2
11427,45000,1,0,42,0,2
11453,60200,1,0,21,0,0
11454,60200,1,0,21,0,0
11455,60200,1,0,21,0,0
11456,60200,1,0,21,0,0
11457,60200,1,0,21,0,0
11458,21060,0,0,70,2,1
11459,21060,0,400,70,2,1
11460,21060,0,0,70,2,1
11461,21060,0,0,70,2,1
11462,50000,2,0,24,0,1
11463,50000,2,0,24,0,1
11570,76000,2,0,28,0,1
11571,76000,2,0,28,0,1
11572,76000,2,0,28,0,1
11573,55000,2,0,31,0,2
11574,55000,2,0,31,0,2
11575,26000,2,0,60,0,0
11576,26000,2,0,60,0,0
11580,20800,2,0,85,2,1
11581,20800,2,0,85,2,1
11582,20800,2,0,85,2,1
11583,255000,2,0,12,0,1
11584,255000,2,0,12,0,1
11613,28000,0,0,94,2,1
11614,28000,0,0,94,2,1
11615,28000,0,0,94,2,1
11621,33000,1,0,40,2,1
11622,33000,1,0,40,2,1
11668,99000,2,0,13,0,1
11669,99000,2,0,13,0,1
11682,17000,2,0,101,2,2
11683,17000,2,0,101,2,2
11684,17000,2,0,101,2,2
11714,42000,2,0,24,0,2
11715,42000,2,0,24,0,2
11729,72000,1,0,35,2,1
11730,72000,1,0,35,2,1
11747,166000,2,0,13,0,1
11748,166000,2,0,13,0,1
11749,166000,2,0,13,0,1
11754,301000,2,0,0,0,1
11755,301000,2,0,0,0,1
11756,301000,2,0,0,0,1
11757,301000,2,0,0,0,1
11760,83000,2,0,20,0,1
11761,83000,2,0,20,0,1
11762,83000,2,0,20,0,1
11780,70000,2,0,10,0,1
11781,70000,2,0,10,0,1
11782,70000,2,0,10,0,1
11787,193600,2,0,16,0,2
11788,193600,2,0,16,0,2
11789,193600,2,0,16,0,2
11863,13600,0,0,39,2,0
11864,13600,0,0,39,2,0
11900,70450,2,0,25,0,2
11901,70450,2,0,25,0,2
11902,70450,2,0,25,0,2
11903,70450,2,0,25,0,2
11904,70450,2,0,25,0,2
11942,28000,0,0,29,0,1
11943,28000,0,0,29,0,1
11944,92600,2,0,31,0,1
11945,92600,2,0,31,0,1
11974,7300,1,0,41,2,0
11975,7300,1,0,41,2,0
11979,199000,1,0,9,0,2
11980,199000,1,0,9,0,2
12035,90000,2,0,24,0,1
12036,90000,2,0,24,0,1
12068,109000,2,0,13,0,2
12069,109000,2,0,13,0,2
12070,109000,2,0,13,0,2
12071,109000,2,0,13,0,2
12084,4690,2,440,101,0,0
12120,846800,1,0,2,0,0
12121,846800,1,0,2,0,0
12122,846800,1,0,2,0,0
12137,131000,2,0,12,0,2
12138,131000,2,0,12,0,2
12139,131000,2,0,12,0,2
12140,131000,2,0,12,0,2
12179,15000,2,0,101,0,0
12190,67300,2,0,17,0,0
12191,67300,2,0,17,0,0
12237,200000,2,0,23,0,2
12238,200000,2,0,23,0,2
12239,70000,2,0,19,0,0
12240,70000,2,0,19,0,0
12252,11480,2,380,101,2,1
12267,9800,0,0,28,2,0
12268,9800,0,0,28,2,0
12311,7840,2,0,101,2,1
12312,7840,2,0,101,2,1
12334,105000,2,0,17,0,2
12335,105000,2,0,17,0,2
12403,34040,1,0,38,0,1
12404,34040,1,0,38,0,1
12420,213600,2,0,1,0,2
12421,213600,2,0,1,0,2
12445,7200,2,0,101,2,0
12446,7200,2,0,101,2,0
12447,7200,2,0,101,2,0
12493,30000,2,0,54,0,1
12494,30000,2,0,54,0,1
12520,121800,0,0,13,0,0
12521,121800,0,0,13,0,0
12522,121800,0,0,13,0,0
12552,44700,2,0,24,2,0
12553,44700,2,0,24,2,0
12554,44700,2,0,24,2,0
12555,44700,2,0,24,2,0
12556,44700,2,0,24,2,0
12557,44700,2,0,24,2,0
12598,37300,2,0,12,2,0
12599,37300,2,0,12,2,0
12704,87000,2,0,13,0,1
12705,87000,2,0,13,0,1
12722,20000,1,0,41,2,1
12723,20000,1,0,41,2,1
12757,48000,0,0,10,2,1
12758,48000,0,0,10,2,1
12791,6200,2,0,101,0,1
12792,6200,2,0,101,0,1
12802,104900,2,0,24,0,2
12803,104900,2,0,24,0,2
12804,104900,2,0,24,0,2
12846,128000,2,0,1,0,2
12847,128000,2,0,1,0,2
12848,128000,2,0,1,0,2
12966,42400,2,0,65,0,2
12967,42400,2,0,65,0,2
12990,24200,2,0,67,2,1
12991,24200,2,0,67,2,1
12992,24200,2,0,67,2,1
12999,39000,2,0,25,2,1
13000,39000,2,0,25,2,1
13001,39000,2,0,25,2,1
13021,11000,0,0,101,0,0
13022,11000,0,0,101,0,0
13055,94000,2,0,26,0,2
13056,94000,2,0,26,0,2
13057,94000,2,0,26,0,2
13078,97000,2,0,30,0,2
13079,97000,2,0,30,0,2
13120,58600,2,0,42,0,1
13121,58600,2,0,42,0,1
13122,58600,2,0,42,0,1
13128,80000,2,0,20,0,2
13129,80000,2,0,20,0,2
13133,95000,2,0,40,0,2
13134,95000,2,0,40,0,2
13144,100000,2,0,31,0,1
13159,16600,1,0,101,0,1
13160,16600,1,0,101,0,1
13161,16600,1,0,101,0,1
13162,16600,1,2400,101,0,1
13173,27400,2,0,27,2,0
13174,27400,2,0,27,2,0
13180,37900,2,0,45,0,1
13181,37900,2,0,45,0,1
13240,40000,0,0,64,0,2
13241,40000,0,0,64,0,2
13296,24200,1,0,97,2,0
13297,24200,1,0,97,2,0
13332,11000,2,0,101,0,1
13333,11000,2,0,101,0,1
13334,11000,2,0,101,0,1
13335,35600,1,0,43,0,1
13336,35600,1,0,43,0,1
13337,35600,1,0,43,0,1
13338,35600,1,0,43,0,1
13355,47800,2,0,60,0,0
13356,47800,2,0,60,0,0
13357,47800,2,0,60,0,0
13358,47800,2,0,60,0,0
13372,93100,2,0,26,0,1
13373,93100,2,0,26,0,1
13378,82000,2,0,16,0,0
13379,82000,2,0,16,0,0
13409,13100,2,0,54,2,0
13410,13100,2,0,54,2,0
13417,61000,2,0,45,0,2
13418,61000,2,0,45,0,2
13419,61000,2,0,45,0,2
13434,36500,1,16200,62,2,1
13435,36500,1,0,62,2,1
13440,121000,2,0,32,0,1
13441,121000,2,0,32,0,1
13442,121000,2,0,32,0,1
13453,26200,0,0,17,2,1
13498,85000,2,0,18,0,2
13499,85000,2,0,18,0,2
13503,117500,2,0,16,2,2
13504,117500,2,0,16,2,2
13505,117500,2,0,16,2,2
13506,101000,2,0,27,0,2
13507,101000,2,0,27,0,2
13508,101000,2,0,27,0,2
13554,90000,2,0,29,0,1
13555,90000,2,0,29,0,1
13576,123010,2,0,18,0,2
13577,123010,2,0,18,0,2
13637,22800,1,0,68,0,1
13638,22800,1,0,68,0,1
13639,22800,1,0,68,0,1
13646,23200,2,0,53,2,1
13647,23200,2,0,53,2,1
13686,38400,0,0,28,0,1
13687,38400,0,0,28,0,1
13695,112000,2,0,16,0,2
13696,112000,2,0,16,0,2
13719,51300,2,0,32,0,1
13720,51300,2,0,32,0,1
13730,81600,2,0,22,0,1
13731,81600,2,0,22,0,1
13744,149000,2,0,11,0,1
13745,149000,2,0,11,0,1
13746,149000,2,0,11,0,1
13791,28000,2,0,54,0,1
13792,28000,2,0,54,0,1
13814,219000,2,0,10,0,2
13815,219000,2,0,10,0,2
13816,219000,2,0,10,0,2
13857,52420,0,0,30,0,0
13858,52420,0,0,30,0,0
13861,61000,2,0,47,2,2
13862,61000,2,0,47,2,2
13863,61000,2,0,47,2,2
13864,61000,2,0,47,2,2
13876,42900,0,6000,13,2,0
13877,42900,0,0,13,2,0
13878,42900,0,0,13,2,0
13890,228000,2,0,15,2,1
13891,228000,2,0,15,2,1
13892,228000,2,0,15,2,1
13893,228000,2,0,15,2,1
13894,228000,2,0,15,2,1
13895,228000,2,0,15,2,1
13896,228000,2,0,15,2,1
13918,34000,1,0,77,0,1
13919,34000,1,0,77,0,1
13929,120000,2,0,17,2,1
13930,120000,2,0,17,2,1
13985,8500,0,0,101,2,0
13986,8500,0,0,101,2,0
14050,56000,2,0,30,0,2
14051,56000,2,0,30,0,2
14052,56000,2,0,30,0,2
14053,56000,2,0,30,0,2
14156,47900,0,0,23,2,0
14157,47900,0,0,23,2,0
14181,26900,2,16200,81,2,1
14182,26900,2,0,81,2,1
14183,26900,2,0,81,2,1
14184,26900,2,0,81,2,1
14193,87500,2,0,23,0,2
14194,87500,2,0,23,0,2
14195,87500,2,0,23,0,2
14196,87500,2,0,23,0,2
14197,87500,2,0,23,0,2
14389,16900,0,3000,48,2,0
14390,16900,0,0,48,2,0
14402,4000,1,0,101,2,1
14403,4000,1,0,101,2,1
14505,83200,2,0,19,2,2
14506,83200,2,0,19,2,2
14513,700,1,0,101,0,1
14542,23200,2,0,79,2,0
14543,23200,2,0,79,2,0
14560,29200,0,0,42,0,0
14561,29200,0,0,42,0,0
14577,301000,2,0,0,0,2
14578,301000,2,0,0,0,2
14591,28000,1,0,78,2,2
14592,28000,1,0,78,2,2
14627,22800,2,0,88,2,0
14628,22800,2,0,88,2,0
14651,250000,0,0,13,0,2
14652,250000,0,0,13,0,2
14676,68500,2,0,21,2,1
14677,68500,2,0,21,2,1
14678,68500,2,0,21,2,1
14679,68500,2,0,21,2,1
14680,68500,2,0,21,2,1
14681,68500,2,0,21,2,1
14706,138000,2,0,15,0,2
14707,138000,2,0,15,0,2
14708,138000,2,0,15,0,2
14735,20800,2,0,80,0,1
14746,40000,0,0,53,0,1
14747,40000,0,0,53,0,1
14799,160000,2,0,15,0,2
14800,160000,2,0,15,0,2
14812,64020,2,0,16,0,1
14821,2000,2,0,101,0,1
14822,2000,2,0,101,0,1
14836,46100,1,0,31,0,2
14837,46100,1,0,31,0,2
14929,40000,2,0,32,0,1
14930,40000,2,0,32,0,1
14935,56000,1,0,1,0,1
14936,56000,1,0,1,0,1
14937,56000,1,0,1,0,1
14981,98000,2,0,29,0,2
14982,98000,2,0,29,0,2
14998,32000,0,0,64,2,1
14999,32000,0,0,64,2,1
15000,32000,0,0,64,2,1
15001,32000,0,0,64,2,1
15002,32000,0,0,64,2,1
15029,68000,2,0,22,0,1
15030,68000,2,0,22,0,1
15056,89000,2,0,27,0,2
15057,89000,2,0,27,0,2
15180,53100,1,0,35,0,1
15181,53100,1,0,35,0,1
15182,53100,1,0,35,0,1
15183,61900,1,0,25,0,1
15184,61900,1,0,25,0,1
15227,224100,2,0,9,2,2
15228,224100,2,0,9,2,2
15229,224100,2,300,9,2,2
15255,42000,2,0,35,0,1
15256,42000,2,0,35,0,1
15257,42000,2,0,35,0,1
15341,37000,2,0,49,0,1
15342,37000,2,0,49,0,1
15343,37000,2,0,49,0,1
15344,37000,2,0,49,0,1
15385,36000,2,0,62,2,1
15386,36000,2,0,62,2,1
15387,36000,2,0,62,2,1
15415,20200,1,0,101,0,0
15442,77200,2,0,23,2,2
15443,77200,2,0,23,2,2
15444,77200,2,0,23,2,2
15478,91400,2,0,30,0,2
15479,91400,2,0,30,0,2
15483,37900,2,0,42,0,2
15484,37900,2,0,42,0,2
15485,37900,2,0,42,0,2
15491,53700,2,0,1,0,1
15492,53700,2,0,1,0,1
15493,53700,2,0,1,0,1
15526,100500,2,0,21,0,2
15527,100500,2,0,21,0,2
15528,100500,2,0,21,0,2
15548,43750,2,0,48,0,1
15549,43750,2,750,48,0,1
15576,121000,2,0,17,0,1
15577,121000,2,0,17,0,1
15578,121000,2,0,17,0,1
15579,121000,2,0,17,0,1
15597,108000,2,0,25,0,1
15598,108000,2,0,25,0,1
15599,93180,2,0,16,0,1
15600,93180,2,0,16,0,1
15601,93180,2,180,16,0,1
15636,110600,2,0,16,0,1
15637,110600,2,0,16,0,1
15653,40300,2,0,45,0,1
15654,40300,2,0,45,0,1
15655,40300,2,0,45,0,1
15691,24000,0,0,58,2,1
15706,86100,2,0,18,2,2
15707,86100,2,0,18,2,2
15708,86100,2,0,18,2,2
15709,86100,2,0,18,2,2
15710,86100,2,0,18,2,2
15757,35000,0,0,65,0,0
15758,35000,0,0,65,0,0
15780,69000,2,0,31,0,1
15781,69000,2,0,31,0,1
15794,286000,2,0,17,0,2
15795,286000,2,0,17,0,2
15823,4200,2,0,101,2,0
15824,4200,2,0,101,2,0
15839,69000,2,0,0,0,2
15840,69000,2,0,0,0,2
15849,36000,2,0,87,0,0
15850,36000,2,0,87,0,0
15851,36000,2,0,87,0,0
15874,45000,2,0,32,0,1
15875,45000,2,0,32,0,1
15918,29000,2,0,53,0,1
15948,55000,0,0,26,0,1
15949,55000,0,0,26,0,1
15951,50000,1,0,28,0,1
15952,50000,1,0,28,0,1
15953,50000,1,0,28,0,1
15989,18000,2,0,101,0,1
15990,18000,2,0,101,0,1
15991,18000,2,0,101,0,1
15992,18000,2,0,101,0,1
16062,35600,2,0,64,2,2
16063,35600,2,0,64,2,2
16084,204200,2,0,16,0,1
16085,204200,2,0,16,0,1
16086,204200,2,0,16,0,1
16087,204200,2,0,16,0,1
16088,204200,2,0,16,0,1
16095,27800,0,0,36,0,0
16096,27800,0,0,36,0,0
16106,137000,2,0,14,0,2
16107,137000,2,0,14,0,2
16158,72000,2,0,14,0,2
16159,72000,2,0,14,0,2
16195,60000,1,0,30,2,1
16196,60000,1,0,30,2,1
16202,39000,2,0,29,0,1
16235,22300,0,0,86,0,1
16236,22300,0,0,86,0,1
16237,22300,0,0,86,0,1
16238,29870,2,0,89,0,0
16239,29870,2,0,89,0,0
16240,29870,2,0,89,0,0
16257,20300,2,0,59,0,1
16258,20300,2,0,59,0,1
16301,123000,2,0,0,0,2
16302,123000,2,0,0,0,2
16303,123000,2,0,0,0,2
16464,40540,2,0,48,0,1
16465,40540,2,0,48,0,1
16466,40540,2,0,48,0,1
16488,40800,0,0,45,0,0
16489,40800,0,0,45,0,0
16490,40800,0,0,45,0,0
16500,27800,2,0,37,2,1
16501,27800,2,0,37,2,1
16525,103000,2,0,11,0,2
16526,103000,2,0,11,0,2
16527,103000,2,0,11,0,2
16528,34000,2,0,49,0,1
16529,34000,2,0,49,0,1
16564,34300,2,0,62,0,1
16565,34300,2,0,62,0,1
16566,34300,2,0,62,0,1
16578,8500,2,0,99,0,0
16596,18000,2,0,101,2,0
16597,18000,2,0,101,2,0
16598,18000,2,0,101,2,0
16626,10000,1,0,101,2,1
16632,110000,2,0,17,0,1
16633,110000,2,0,17,0,1
16634,20000,2,0,22,0,1
16675,70000,2,0,19,0,2
16676,70000,2,0,19,0,2
16677,90000,1,0,17,0,2
16678,90000,1,0,17,0,2
16751,98000,2,0,21,0,1
16752,98000,2,0,21,0,1
16761,114000,2,0,14,0,2
16762,114000,2,0,14,0,2
16771,17600,2,4300,89,2,1
16786,16500,0,0,101,0,0
16787,16500,0,0,101,0,0
16843,69500,2,0,17,0,1
16844,69500,2,0,17,0,1
16845,69500,2,0,17,0,1
16964,38000,2,0,52,0,1
16965,38000,2,0,52,0,1
16983,72000,1,0,15,0,2
16984,72000,1,0,15,0,2
16999,9100,2,8900,84,2,0
17000,9100,2,0,84,2,0
17001,9100,2,0,84,2,0
17014,70400,1,0,24,0,1
17015,70400,1,0,24,0,1
17016,70400,1,0,24,0,1
17017,70400,1,0,24,0,1
17039,15000,2,6000,101,2,1
17040,15000,2,0,101,2,1
17061,20000,1,0,98,2,1
17062,20000,1,0,98,2,1
17063,20000,1,0,98,2,1
17118,56000,2,0,27,0,2
17119,56000,2,0,27,0,2
17124,21600,1,0,17,2,0
17125,21600,1,0,17,2,0
17135,183000,2,0,0,0,1
17136,183000,2,0,0,0,1
17137,183000,2,0,0,0,1
17170,340000,2,0,14,0,2
17171,340000,2,0,14,0,2
17213,18000,2,0,65,0,1
17214,18000,2,0,65,0,1
17252,16000,2,2200,101,2,1
17253,16000,2,0,101,2,1
17254,16000,2,0,101,2,1
17258,155000,2,0,24,0,2
17259,155000,2,0,24,0,2
17277,21500,2,0,65,2,1
17278,21500,2,0,65,2,1
17292,60240,1,0,23,0,1
17293,60240,1,0,23,0,1
17294,60240,1,0,23,0,1
17334,13000,1,0,99,2,0
17335,13000,1,4600,99,2,0
17336,13000,1,0,99,2,0
17340,14700,2,0,101,0,0
17341,14700,2,0,101,0,0
17342,14700,2,0,101,0,0
17350,204320,2,170,22,2,0
17351,204320,2,0,22,2,0
17359,90000,2,0,14,0,1
17360,90000,2,0,14,0,1
17418,5000,1,0,24,2,0
17419,50000,2,0,43,0,2
17420,50000,2,0,43,0,2
17421,50000,2,0,43,0,2
17422,50000,2,0,43,0,2
17475,48000,2,0,18,0,0
17476,48000,2,0,18,0,0
17489,35600,1,0,42,0,0
17490,35600,1,0,42,0,0
17509,165650,2,0,26,0,2
17510,165650,2,0,26,0,2
17527,97000,2,0,30,0,1
17568,255500,2,0,9,0,1
17569,255500,2,0,9,0,1
17570,255500,2,0,9,0,1
17571,255500,2,0,9,0,1
17596,8690,0,190,70,2,0
17597,8690,0,0,70,2,0
17697,30000,2,0,61,0,2
17698,30000,2,0,61,0,2
17727,179710,2,0,0,0,2
17728,179710,2,0,0,0,2
17729,179710,2,0,0,0,2
17758,90000,2,0,22,0,1
17759,90000,2,0,22,0,1
17760,90000,2,0,22,0,1
17836,46000,0,0,29,0,0
17837,46000,0,0,29,0,0
17867,21700,2,0,24,2,0
17868,21700,2,0,24,2,0
17941,48350,2,0,40,0,1
17942,48350,2,0,40,0,1
17955,54000,0,16200,57,2,1
17956,54000,0,3200,57,2,1
17957,54000,0,0,57,2,1
18013,100000,2,0,18,0,1
18014,100000,2,0,18,0,1
18182,171500,2,0,22,0,2
18183,171500,2,0,22,0,2
18259,3800,1,0,101,2,0
18267,83000,1,0,24,0,1
18268,83000,1,0,24,0,1
18300,22000,1,0,35,2,1
18347,47000,2,0,65,0,1
18348,47000,2,0,65,0,1
18357,43500,2,0,26,0,2
18358,43500,2,0,26,0,2
18375,17100,2,2300,25,2,0
18376,17100,2,0,25,2,0
18384,91000,2,0,17,0,0
18385,91000,2,0,17,0,0
18419,36000,2,0,26,0,1
18426,7900,0,7900,91,2,0
18427,23300,1,0,37,2,2
18428,23300,1,0,37,2,2
18442,15000,2,0,98,2,1
18443,15000,2,0,98,2,1
18462,106000,1,0,18,0,2
18463,106000,1,0,18,0,2
18464,106000,1,0,18,0,2
18465,106000,1,0,18,0,2
18468,46000,2,0,36,0,1
18469,46000,2,0,36,0,1
18506,9100,0,0,101,2,0
18507,9100,0,0,101,2,0
18521,108000,2,0,26,0,2
18522,108000,2,0,26,0,2
18533,63000,2,0,14,0,1
18534,63000,2,0,14,0,1
18569,90950,0,4500,23,2,1
18570,90950,0,6000,23,2,1
18571,90950,0,450,23,2,1
18572,121000,2,0,10,0,2
18573,121000,2,0,10,0,2
18594,180000,2,0,11,0,2
18595,180000,2,0,11,0,2
18600,40000,0,0,52,0,1
18601,40000,0,0,52,0,1
18656,3700,2,0,101,2,1
18710,14000,0,0,101,2,0
18711,14000,0,0,101,2,0
18712,175000,2,0,12,0,2
18713,175000,2,0,12,0,2
18775,80000,2,0,27,0,1
18776,80000,2,0,27,0,1
18857,32000,2,0,59,0,1
18865,70000,2,0,25,0,1
18866,70000,2,0,25,0,1
18871,5800,2,0,101,0,1
18872,5800,2,0,101,0,1
18873,5800,2,0,101,0,1
18882,71200,2,0,18,0,1
18883,71200,2,0,18,0,1
18906,36700,2,0,74,0,2
18907,36700,2,0,74,0,2
19007,80000,2,0,15,0,1
19008,80000,2,0,15,0,1
19037,100000,2,0,19,0,1
19038,100000,2,0,19,0,1
19046,62000,2,0,17,0,2
19047,62000,2,0,17,0,2
19085,100000,0,0,15,0,2
19086,100000,0,0,15,0,2
19091,3600,0,0,101,2,1
19119,20,1,0,101,0,1
19120,20,1,0,101,0,1
19121,20,1,0,101,0,1
19129,43100,2,0,25,0,0
19130,43100,2,0,25,0,0
19259,2020,2,0,101,0,1
19260,2020,2,0,101,0,1
19292,26300,0,0,31,0,0
19293,26300,0,0,31,0,0
19294,36500,0,0,52,0,2
19295,36500,0,0,52,0,2
19320,78480,2,0,25,0,1
19321,78480,2,0,25,0,1
19343,62570,0,0,43,0,2
19344,62570,0,0,43,0,2
19345,62570,0,0,43,0,2
19346,62570,0,0,43,0,2
19352,35000,2,0,81,0,1
19353,35000,2,0,81,0,1
19378,114500,2,0,13,2,1
19379,114500,2,0,13,2,1
19380,114500,2,0,13,2,1
19381,114500,2,0,13,2,1
19385,3000,2,0,101,2,0
19404,8900,2,0,101,0,0
19405,8900,2,0,101,0,0
19406,8900,2,0,101,0,0
19458,60000,2,0,30,0,1
19459,60000,2,0,30,0,1
19504,22000,2,0,45,0,1
19505,22000,2,0,45,0,1
19506,40000,2,0,52,0,2
19507,40000,2,0,52,0,2
19508,28000,2,0,51,0,2
19509,28000,2,0,51,0,2
19510,28000,2,0,51,0,2
19511,28000,2,0,51,0,2
19546,228000,2,0,11,0,1
19661,77000,2,0,16,0,1
19662,77000,2,0,16,0,1
19663,77000,2,0,16,0,1
19715,16200,2,16200,63,2,0
19716,16200,2,0,63,2,0
19722,9000,0,0,101,2,0
19723,9000,0,0,101,2,0
19771,710000,2,0,2,0,1
19772,710000,2,0,2,0,1
19832,9800,0,0,101,2,0
19833,9800,0,0,101,2,0
19843,57900,2,0,23,0,2
19844,57900,2,0,23,0,2
19946,30330,1,0,53,2,1
19947,30330,1,330,53,2,1
19998,85000,2,0,12,0,1
19999,85000,2,0,12,0,1
20002,62000,2,0,15,0,1
20003,62000,2,0,15,0,1
20004,62000,2,0,15,0,1
20064,44000,1,0,33,0,0
20065,44000,1,0,33,0,0
20098,23000,1,0,79,0,1
20099,23000,1,0,79,0,1
20100,23000,1,0,79,0,1
20105,310000,0,0,10,0,2
20106,310000,0,0,10,0,2
20111,13100,2,0,27,0,1
20112,13100,2,0,27,0,1
20118,72200,2,0,28,0,2
20119,72200,2,0,28,0,2
20120,72200,2,0,28,0,2
20139,81100,2,0,22,0,0
20140,81100,2,0,22,0,0
20171,65000,2,0,32,0,2
20172,65000,2,0,32,0,2
20173,114000,2,0,29,0,1
20174,72160,2,0,36,2,1
20175,72160,2,140,36,2,1
20236,89000,2,0,16,0,2
20237,89000,2,0,16,0,2
20269,18000,2,0,87,0,2
20270,18000,2,0,87,0,2
20280,43300,2,4000,30,0,1
20281,43300,2,0,30,0,1
20293,66200,2,0,32,0,2
20294,66200,2,0,32,0,2
20295,66200,2,0,32,0,2
20296,66200,2,0,32,0,2
20298,149000,2,0,1,0,2
20299,149000,2,0,1,0,2
20407,81000,2,0,35,0,1
20408,81000,2,0,35,0,1
20409,81000,2,0,35,0,1
20416,9400,2,0,101,2,1
20573,471000,2,0,1,0,2
20574,471000,2,0,1,0,2
20603,55000,2,0,42,0,1
20604,55000,2,0,42,0,1
20605,55000,2,0,42,0,1
20606,55000,2,0,42,0,1
20700,664900,2,0,2,2,1
20792,20400,2,0,38,0,1
20806,83500,2,0,15,0,2
20807,83500,2,0,15,0,2
20849,5900,2,0,45,2,0
20850,5900,2,0,45,2,0
20867,87100,2,0,12,0,1
20868,87100,2,0,12,0,1
20869,87100,2,0,12,0,1
20895,227000,2,0,9,0,1
20896,227000,2,0,9,0,1
20897,227000,2,0,9,0,1
20900,52300,2,0,34,0,1
20901,52300,2,0,34,0,1
20933,114800,2,0,15,0,2
20934,114800,2,0,15,0,2
20935,114800,2,0,15,0,2
20936,114800,2,0,15,0,2
20967,22600,2,0,64,0,1
20968,22600,2,0,64,0,1
20985,300,2,0,101,0,1
20986,300,2,0,101,0,1
20987,196500,2,0,0,2,2
20988,196500,2,0,0,2,2
20989,196500,2,0,0,2,2
20990,196500,2,0,0,2,2
20991,196500,2,0,0,2,2
21007,20000,1,0,101,0,1
21008,20000,1,0,101,0,1
21022,150000,2,0,17,0,1
21023,150000,2,0,17,0,1
21092,134720,2,0,13,0,2
21093,134720,2,0,13,0,2
21137,49100,2,0,25,0,1
21138,49100,2,0,25,0,1
21186,42200,0,0,27,0,1
21187,42200,0,0,27,0,1
21200,20000,2,0,77,2,1
21201,20000,2,0,77,2,1
21236,52900,2,0,40,2,1
21237,52900,2,0,40,2,1
21238,52900,2,0,40,2,1
21267,90000,2,0,18,2,2
21268,90000,2,0,18,2,2
21280,34900,2,300,30,2,1
21281,34900,2,0,30,2,1
21292,53500,2,0,63,0,1
21293,53500,2,0,63,0,1
21309,53000,1,0,36,0,1
21310,53000,1,0,36,0,1
21325,73000,2,0,24,0,1
21326,73000,2,0,24,0,1
21327,105450,2,0,9,0,1
21328,105450,2,0,9,0,1
21329,105450,2,0,9,0,1
21330,105450,2,0,9,0,1
21343,185800,2,0,22,0,2
21344,185800,2,0,22,0,2
21437,27000,2,0,63,0,2
21438,27000,2,0,63,0,2
21439,27000,2,0,63,0,2
21446,83000,2,0,0,0,1
21447,83000,2,0,0,0,1
21448,83000,2,0,0,0,1
21449,83000,2,0,0,0,1
21458,241000,2,0,0,0,2
21459,241000,2,0,0,0,2
21464,340100,2,0,12,0,2
21465,340100,2,0,12,0,2
21485,53000,2,0,16,0,2
21486,53000,2,0,16,0,2
21521,13880,2,0,101,0,0
21522,13880,2,0,101,0,0
21557,22000,1,0,100,0,1
21558,22000,1,0,100,0,1
21591,80700,1,0,32,0,1
21592,80700,1,0,32,0,1
21593,80700,1,0,32,0,1
21608,42320,1,0,23,2,1
21609,42320,1,0,23,2,1
21610,42320,1,0,23,2,1
21611,42320,1,0,23,2,1
21612,42320,1,0,23,2,1
21616,49000,1,0,42,0,2
21617,49000,1,0,42,0,2
21618,49000,1,0,42,0,2
21619,49000,1,0,42,0,2
21640,201000,2,0,22,0,1
21641,201000,2,0,22,0,1
21642,201000,2,0,22,0,1
21643,201000,2,0,22,0,1
21658,227900,0,0,15,0,2
21659,227900,0,0,15,0,2
21671,90000,2,0,19,0,2
21672,90000,2,0,19,0,2
21673,90000,2,0,19,0,2
21730,21500,2,0,41,2,1
21731,21500,2,0,41,2,1
21795,130400,2,0,22,0,1
21796,130400,2,0,22,0,1
21797,130400,2,0,22,0,1
21798,130400,2,0,22,0,1
21815,28000,2,0,98,0,1
21826,13400,0,0,30,2,0
21827,13400,0,0,30,2,0
21852,72200,0,0,18,0,2
